iteration,energy
0,-4.8053344267
1,-4.8526829452
2,-5.6330284702
3,-4.9023582592
4,-4.8995898117
5,-4.2277272472
6,-4.9448119394
7,-5.3652486008
8,-5.4317457136
9,-5.4153176291
10,-5.8385983550
11,-5.9521835673
12,-6.4539269289
13,-6.4002797887
14,-6.8592339532
15,-8.1562351934
16,-8.0895484450
17,-8.2095115005
18,-8.2993466697
19,-9.4981821508
20,-9.3341492684
21,-9.5780768476
22,-9.5587509160
23,-9.4060938452
24,-9.5492032644
25,-9.5165140351
26,-10.2442062523
27,-9.8987089418
28,-9.5588746397
29,-9.4513203225
30,-9.4595611720
31,-9.4660805132
32,-9.6619535844
33,-9.4371235247
34,-10.1929446511
35,-9.4363320731
36,-9.3825032091
37,-9.6972358876
38,-10.2848457942
39,-9.3631756647
40,-9.3908076546
41,-9.3372434404
42,-9.3538574015
43,-9.4015610195
44,-11.1545875721
45,-9.4919629562
46,-9.3788427356
47,-9.4258163498
48,-9.5898450284
49,-9.4992888314
50,-9.5468194806
51,-9.6580846284
52,-9.6740328170
53,-9.4568069364
54,-9.4942276816
55,-9.5476626414
56,-9.4918475528
57,-9.8399537340
58,-9.5366795061
59,-9.5850351228
60,-9.5491600734
61,-9.6353800451
62,-9.5777060552
63,-9.6864902370
64,-9.6240328216
65,-9.6945340891
66,-9.9697781335
67,-9.7472284284
68,-9.6019900323
69,-9.5886368764
70,-9.6105121713
71,-9.5295126819
72,-9.6982672486
73,-9.6212569448
74,-9.5605411953
75,-9.4572066022
76,-9.5868247118
77,-9.6212100224
78,-9.8077511925
79,-9.7873485027
80,-9.6627896395
81,-9.7054324239
82,-9.7888748754
83,-9.6787926637
84,-9.7099571527
85,-9.7032795058
86,-9.6568159024
87,-9.7200106575
88,-9.7196743040
89,-9.6843911542
90,-9.7571179345
91,-9.7750643596
92,-9.6788244102
93,-9.6937980509
94,-9.8211298497
95,-9.5377706533
96,-9.6948521094
97,-9.7523214991
98,-9.7424882641
99,-9.7717957564
100,-9.8129203041
101,-9.6999516892
102,-9.7302443345
103,-9.7827756216
104,-9.7522064214
105,-9.6948607174
106,-9.7128308457
107,-9.7451351507
108,-9.7589823243
109,-9.7216211007
110,-9.9376394070
111,-9.7561870866
112,-9.7764382017
113,-9.8601073196
114,-9.7251656146
115,-9.7492342367
116,-9.7739549008
117,-9.7549647771
118,-9.8191365426
119,-9.7233971302
120,-9.7646232845
121,-9.7609144083
122,-9.7862323485
123,-9.9184947674
124,-9.7747311853
125,-9.7458141708
126,-9.6010544585
127,-9.7715355250
128,-9.7538018613
129,-9.7765431953
130,-9.6591369240
131,-9.7573652378
132,-9.7739082074
133,-9.7736993085
134,-9.7345654303
135,-9.7336439310
136,-9.7713135863
137,-9.6741170602
138,-9.6325306092
139,-9.7928252411
140,-9.7228086536
141,-9.7288065706
142,-9.7261820287
143,-9.7542259599
144,-9.8935819718
145,-9.7409255706
146,-9.6999027667
147,-9.7268346037
148,-9.6552134579
149,-9.7305113294
150,-9.7410072463
151,-9.6825301904
152,-9.7414343189
153,-9.7193483359
154,-9.7123759181
155,-9.7546035501
156,-9.8124119771
157,-9.7182901717
158,-9.7230683290
159,-9.7303963337
160,-9.7164372485
161,-9.7122066656
162,-9.8229887145
163,-9.7394448111
164,-9.7326497204
165,-9.7270768202
166,-9.7050244049
167,-9.8106857397
168,-9.7356409340
169,-9.6616224534
170,-9.7544645271
171,-9.7302120531
172,-9.8184457166
173,-9.8523250207
174,-9.7824052142
175,-9.7268085829
176,-9.7271588918
177,-9.7465883233
178,-9.7546293466
179,-9.7604072533
180,-9.6997973877
181,-9.7855717724
182,-9.7249496063
183,-9.7690305343
184,-9.7519534850
185,-9.7164985366
186,-9.7560794923
187,-9.7140360589
188,-9.7561352482
189,-9.7559402967
190,-9.7306071192
191,-9.6368445201
192,-9.7358227768
193,-9.7549691913
194,-9.6910872778
195,-9.7111341192
196,-9.7406733345
197,-9.7632605151
198,-9.7080811363
199,-9.7610357912
200,-9.7206834620
201,-9.7435333557
202,-9.7216167498
203,-9.7452722789
204,-9.7107094893
205,-9.7095625011
206,-9.7564642320
207,-9.8138239250
208,-9.7157213656
209,-9.7241068895
210,-9.7039089495
211,-9.9844122256
212,-9.7177192398
213,-9.7830186269
214,-9.6910723603
215,-9.7498523447
216,-9.7333222693
217,-9.6678290790
218,-9.7860216825
219,-9.7798864621
220,-9.7320267222
221,-9.7146140380
222,-9.7490315298
223,-9.7763304069
224,-9.7138987790
225,-9.7114349767
226,-9.7780513849
227,-9.6390092306
228,-10.1232099749
229,-9.7013138337
230,-9.7921357114
231,-9.7519140876
232,-9.5739317838
233,-9.7099697142
234,-9.7867500413
235,-9.7264318153
236,-9.5522184769
237,-9.7068281940
238,-9.7820155250
239,-9.6989483814
240,-9.5870179485
241,-9.7209657743
242,-9.7724289498
243,-9.7226277138
244,-9.7229238668
245,-9.7228963700
246,-9.7567260390
247,-9.7105080569
248,-9.7193410822
249,-9.7136010112
250,-9.7671285890
251,-9.7829602172
252,-9.7190443149
253,-9.7943506488
254,-9.7536464061
255,-9.7280281448
256,-9.7331823483
257,-9.7383114108
258,-9.7259207891
259,-9.7313528894
260,-9.7312015878
261,-9.7360514104
262,-9.7344330413
263,-9.7352578837
264,-9.7231633291
265,-9.7055314455
266,-9.7385696070
267,-9.7510462605
268,-9.7148733789
269,-9.7338134618
270,-9.7332017648
271,-9.7452551812
272,-9.7193392527
273,-9.7275761008
274,-9.8988789590
275,-9.7411959266
276,-9.7516276977
277,-9.8040402216
278,-9.7315757687
279,-9.7651775768
280,-9.7714998844
281,-9.7646892277
282,-9.7525751574
283,-9.7705678554
284,-9.7979705353
285,-9.7609124435
286,-9.7827726577
287,-9.6321331605
288,-9.7743770293
289,-9.7261141201
290,-9.7266756433
291,-9.6611929287
292,-9.8187780158
293,-9.7417966477
294,-9.7568132135
295,-9.8037726166
296,-9.7334970224
297,-9.7536085400
298,-9.7497965240
299,-9.7493007000
300,-9.6616455585
301,-9.8336252215
302,-9.7477036685
303,-9.7424353345
304,-9.8268904623
305,-9.7389198220
306,-9.7129039636
307,-9.7550933870
308,-9.7903616696
309,-9.7379725451
310,-9.7391412125
311,-9.7360102908
312,-9.7533086080
313,-9.7232250350
314,-9.7607347629
315,-9.7210302918
316,-9.7500387593
317,-9.7485862965
318,-9.7743550310
319,-9.7092265417
320,-9.6968136602
321,-9.7636845167
322,-9.6669270450
323,-9.7251040700
324,-9.7526528890
325,-9.7103249975
326,-9.7311992925
