iteration,energy
0,-3.8153564479
1,-3.6339257835
2,-4.0590555458
3,-4.1156539950
4,-4.2208301373
5,-4.2759642365
6,-4.1526629701
7,-4.3579633745
8,-4.5593305570
9,-4.4783938625
10,-4.4709277913
11,-5.3771357199
12,-5.8528740043
13,-7.2202104052
14,-7.0445798649
15,-6.7877488281
16,-6.9086514728
17,-7.5428254226
18,-7.7444763828
19,-7.6377806423
20,-7.5950407734
21,-7.8206460310
22,-7.6022929670
23,-7.6178716404
24,-7.4544090197
25,-7.6435885256
26,-7.4606791207
27,-7.4001014307
28,-7.3786787515
29,-7.3206828703
30,-7.5413365488
31,-7.3026774175
32,-7.8609038841
33,-7.3397606638
34,-7.3542484961
35,-7.3171996721
36,-7.5576226362
37,-7.4397964403
38,-7.3607030069
39,-7.3603011239
40,-7.3434538270
41,-7.4342512946
42,-7.3871361122
43,-7.5439637508
44,-7.3680306693
45,-7.7530911866
46,-7.7280219556
47,-7.5520442470
48,-7.4995757055
49,-7.4946868287
50,-7.6174788550
51,-7.5085892302
52,-7.5082035930
53,-7.5126325759
54,-7.6450321890
55,-7.4787346404
56,-7.6505457064
57,-7.5997977034
58,-7.6885354771
59,-7.5295670481
60,-7.5341089604
61,-7.4538503148
62,-7.5858152562
63,-7.5855804667
64,-7.5654966693
65,-7.5687680777
66,-7.6076285897
67,-7.6437801093
68,-7.4778153798
69,-7.4706286620
70,-7.6049582070
71,-7.5737568062
72,-7.5075679026
73,-7.5826744034
74,-7.6677084207
75,-7.5912696679
76,-7.5532007850
77,-7.5863689431
78,-7.5888099536
79,-7.5366717071
80,-7.5892850541
81,-7.6234324569
82,-7.5429806494
83,-7.6504691143
84,-7.5750247376
85,-7.7292176023
86,-7.6076203760
87,-7.5705351120
88,-7.5896768082
89,-7.6002065243
90,-7.6139839073
91,-7.7504955661
92,-7.6139744799
93,-7.5835472010
94,-7.6179932115
95,-7.6209616316
96,-7.5582425113
97,-7.5828985225
98,-7.6192790040
99,-7.6006200481
100,-7.6070491463
101,-7.5678321360
102,-7.6521459249
103,-7.6121316363
104,-7.6708638325
105,-7.6397481076
106,-7.6273994037
107,-7.6144782571
108,-7.6312812780
109,-7.6328831011
110,-7.6016481530
111,-7.6275637543
112,-7.6166564046
113,-7.5741594178
114,-7.6794888632
115,-7.6713619098
116,-7.6175094113
117,-7.6120588642
118,-7.6148275882
119,-7.6290223836
120,-7.5954632189
121,-7.6001733361
122,-7.6434221702
123,-7.5676618156
124,-7.6245832989
125,-7.6207791324
126,-7.6083851592
127,-7.6190411456
128,-7.6169115020
129,-7.6855600513
130,-7.6981471593
131,-7.6034883302
132,-7.6511889596
133,-7.6209332095
134,-7.6019236444
135,-7.6292272827
136,-7.6075285683
137,-7.6593420897
138,-7.6335500841
139,-7.6265182203
140,-7.6060629388
141,-7.5841457895
142,-7.6338678849
143,-7.6190339228
144,-7.6104389440
145,-7.6323459426
146,-7.6233740215
147,-7.4996427478
148,-7.6371424551
149,-7.6189992957
150,-7.6036831861
151,-7.6127657225
152,-7.6280989107
153,-7.6398085547
154,-7.6300640608
155,-7.6018361474
156,-7.6151717286
157,-7.5936327225
158,-7.6015174345
159,-7.5887880476
160,-7.6117073561
161,-7.5914384859
162,-7.6412424670
163,-7.5915145312
164,-7.6382406657
165,-7.6420478870
166,-7.6026644566
167,-7.6083348080
168,-7.5806237153
169,-7.6376197692
170,-7.6461831633
171,-7.5869649785
172,-7.6196636444
173,-7.6511426298
174,-7.6533838957
175,-7.6333032363
176,-7.6629410836
177,-7.6295087363
178,-7.6235900743
179,-7.5855898422
180,-7.6486371386
181,-7.6633872794
182,-7.7034533336
183,-7.6414616710
184,-7.7085336889
185,-7.6010737392
186,-7.6306913929
187,-7.6669191646
188,-7.5735292666
189,-7.6050343024
190,-7.6429639098
191,-7.6456567408
192,-7.6155838202
193,-7.6511419465
194,-7.5312282103
195,-7.6313477493
196,-7.5753173746
197,-7.5746371748
198,-7.6514596640
199,-7.6185621247
200,-7.6295438199
201,-7.5677870608
202,-7.6077478372
203,-7.6010247459
204,-7.6179121932
205,-7.6626148312
206,-7.6209667255
207,-7.6066319311
208,-7.6078741464
209,-7.6134360557
210,-7.6051493190
211,-7.6029897813
212,-7.6051076602
213,-7.6321988677
214,-7.5686096746
215,-7.6309232482
216,-7.6057578372
217,-7.5642713685
218,-7.5549937137
219,-7.7597735303
220,-7.6682899273
221,-7.6855731659
222,-7.6442801115
223,-7.6109036900
224,-7.6835115664
225,-7.5811672835
226,-7.6328656008
227,-7.6310317425
228,-7.6254096949
229,-7.5921722368
230,-7.6598934059
231,-7.6113819727
232,-7.5855665555
233,-7.6369231777
234,-7.6325604790
235,-7.6889949673
236,-7.6739233600
237,-7.6595889523
238,-7.6463195004
239,-7.5956881950
240,-7.6219168522
241,-7.6284472208
242,-7.6333891149
243,-7.5201026660
244,-7.4514629787
245,-7.6008876610
246,-7.6082239124
247,-7.5850720349
248,-7.5897894908
249,-7.6283380041
250,-7.7084764993
251,-7.5607342907
252,-7.6097382240
253,-7.7130112249
254,-7.6064416756
255,-7.5913607705
256,-7.6814273975
257,-7.5909484626
258,-7.5789563361
259,-7.5853712697
260,-7.6179040466
261,-7.6131348853
262,-7.6078097810
263,-7.6213586832
264,-7.6105304643
265,-7.6309188633
266,-7.6276521723
267,-7.6167736682
268,-7.6097315838
269,-7.5610113063
270,-7.6051976701
271,-7.5552663906
272,-7.5685224271
273,-7.7529123205
274,-7.6154412570
275,-7.6313657600
276,-7.6698951022
277,-7.6598835419
278,-7.5909852376
279,-7.5470640931
280,-7.5990419592
281,-7.6281851171
282,-7.5541842832
283,-7.6213669114
284,-7.6239559125
285,-7.6130366141
286,-7.5877311462
287,-7.6175731553
288,-7.6414009525
289,-7.5792667127
290,-7.6708332905
291,-7.6532295622
292,-7.6062770447
293,-7.6135958103
294,-7.6105722659
295,-7.6361080936
296,-7.5894366151
297,-7.6949523557
298,-7.5657354342
299,-7.6095209530
300,-7.6643110828
301,-7.6265968486
302,-7.5050461198
