iteration,energy
0,-17.1080922995
1,-16.1727260735
2,-15.7086983244
3,-16.3117525190
4,-15.2394463322
5,-15.9672654926
6,-15.9160984693
7,-16.9245646460
8,-16.8454724465
9,-17.4202340033
10,-17.7986706633
11,-17.9654190495
12,-17.9199837588
13,-18.9042928513
14,-18.3998837207
15,-18.3962437930
16,-18.5606766444
17,-18.9425007063
18,-19.3528710059
19,-18.1468736130
20,-18.1946902128
21,-18.1235848205
22,-18.6768748789
23,-18.6916513917
24,-18.2668710695
25,-18.8051572285
26,-19.1600323322
27,-18.1845969102
28,-18.2441159325
29,-19.2907521935
30,-18.9325173459
31,-18.5674549528
32,-19.7001503579
33,-18.6268763216
34,-18.8868137878
35,-19.3607780735
36,-18.8862221398
37,-19.3677074269
38,-19.1189184940
39,-19.3067388075
40,-19.8759884345
41,-19.3550602678
42,-19.3562176386
43,-19.1547784461
44,-19.0111205155
45,-18.9500875254
46,-19.2393210412
47,-19.4583220515
48,-18.9990825716
49,-18.9027691228
50,-19.4408905750
51,-19.1906194655
52,-19.3011115614
53,-19.4069802385
54,-19.4707799450
55,-19.4774791027
56,-19.1341630125
57,-18.7468460159
58,-19.2720793286
59,-19.1231416981
60,-19.6030677939
61,-17.2612788482
62,-19.9601706603
63,-19.2305443991
64,-19.4291682790
65,-19.7352069613
66,-19.1819528836
67,-18.8901682791
68,-19.1894492240
69,-19.7234381502
70,-19.3165585308
71,-19.5022198493
72,-19.0714671141
73,-19.2929789844
74,-19.4650166550
75,-19.2156731706
76,-19.5750837148
77,-19.3452291427
78,-19.3527410669
79,-18.9353599261
80,-19.2598913790
81,-19.8957532095
82,-19.1959332280
83,-19.5348481723
84,-19.1988664019
85,-19.4462892440
86,-19.3428713571
87,-19.7445785117
88,-19.5391858858
89,-19.4838690357
90,-19.5650326419
91,-19.4297246671
92,-19.2675879131
93,-19.2896746462
94,-19.5191367727
95,-19.7060397185
96,-18.8736421271
97,-19.5686912907
98,-19.6441917548
99,-19.5684683680
100,-19.6157690570
101,-19.6839321846
102,-19.5189850041
103,-19.8269843528
104,-19.3526535338
105,-19.4996648560
106,-19.9964556526
107,-19.8429781535
108,-19.3923391276
109,-19.8105553249
110,-19.8020274433
111,-19.4027266676
112,-19.7239694058
113,-19.8402148689
114,-19.6154396632
115,-19.7791445179
116,-19.1936235678
117,-19.5410752352
118,-19.2666691990
119,-19.4274839073
120,-19.5581775219
121,-19.3900599284
122,-19.7705495295
123,-19.9028747358
124,-19.4177066888
125,-19.1219211334
126,-19.5469771601
127,-19.6714029255
128,-19.3729334540
129,-19.5436035721
130,-20.0493739459
131,-19.7603538782
132,-19.4503303517
133,-19.8740173248
134,-19.7395687038
135,-19.5080792030
136,-19.4325945456
137,-19.6528254131
138,-19.4896794881
139,-19.5065655254
140,-19.0642242645
141,-20.1079298879
142,-19.6423811610
143,-19.3706474915
144,-19.6039250832
145,-19.6243336920
146,-19.8437468054
147,-19.4745755760
148,-19.3492298908
149,-19.4567150586
150,-19.8901127874
151,-20.0274814288
152,-19.6748985848
153,-19.5073926772
154,-19.6334866915
155,-19.5850997607
156,-19.9548029803
157,-19.5881810611
158,-19.9320575831
159,-19.4388980392
160,-19.6036366640
161,-19.5969463733
162,-19.3996140684
163,-19.4358876063
164,-19.5792570614
165,-19.6184106411
166,-19.3813405050
167,-19.5935030725
168,-19.8224840465
169,-19.7039134922
170,-19.4265482910
171,-19.5455962446
172,-19.7865499916
173,-20.0492220111
174,-19.8131902555
175,-19.4531772037
176,-19.9006021569
177,-20.2991756915
178,-19.5588670631
179,-19.9362408152
180,-19.6714659526
181,-19.4990434351
182,-19.7113614695
183,-19.8752039289
184,-19.4204824129
185,-19.7161753481
186,-19.4705246424
187,-19.5856151536
188,-19.4090861852
189,-19.5416305282
190,-19.7127851500
191,-19.6978112604
192,-19.6882535858
193,-19.3983568689
194,-19.3978290725
195,-19.5305025190
196,-19.6476543268
197,-19.3991847115
198,-19.7470843815
199,-19.6230817988
200,-19.4688035212
201,-19.6377288791
202,-19.7078003372
203,-18.8684619187
204,-19.4825225747
205,-19.4220490163
206,-19.9165985729
207,-20.0525409899
208,-19.8651977205
209,-19.7887799833
210,-19.9120211380
211,-19.8171967863
212,-20.2065082452
213,-20.1420416140
214,-19.3074271561
215,-19.5466484503
216,-19.5149674788
217,-19.9934225587
218,-19.4702070426
219,-19.4360584798
220,-19.7477733505
