iteration,energy
0,-6.0035416815
1,-6.5349808701
2,-6.5348889358
3,-5.5166554102
4,-6.5847005516
5,-5.7124200322
6,-6.4038627108
7,-6.8695659452
8,-6.3701095618
9,-6.0951495440
10,-6.9622313039
11,-7.0764912798
12,-8.5512977616
13,-7.7238601303
14,-9.1985538059
15,-8.2543454090
16,-9.0400717604
17,-9.3222014226
18,-10.2234448070
19,-10.9701341749
20,-11.0309221787
21,-11.4478580934
22,-11.6166009296
23,-11.9964348061
24,-11.8956343960
25,-11.7770449359
26,-11.4066270553
27,-11.4730292764
28,-11.5081508075
29,-11.4199595078
30,-11.4017146963
31,-11.6857220408
32,-11.4327966795
33,-11.3591127977
34,-11.3500191511
35,-11.9797072111
36,-11.4456581790
37,-11.3967760471
38,-11.5689841138
39,-11.3378463756
40,-11.3389521215
41,-11.3841273866
42,-11.3989085620
43,-11.5041730954
44,-11.3678296376
45,-11.3531477410
46,-11.3573913775
47,-11.9007383023
48,-12.0115076880
49,-11.3864308102
50,-11.6569383751
51,-11.8270943625
52,-11.5091699375
53,-11.5771772574
54,-11.5722789286
55,-11.7387955239
56,-11.5150111747
57,-11.6521696040
58,-11.6694952292
59,-11.5760123796
60,-11.7634026373
61,-11.6200696039
62,-11.4933753437
63,-11.6609484440
64,-11.7550705786
65,-11.6558425965
66,-11.6662348940
67,-11.5369434365
68,-11.6408821053
69,-11.5921476449
70,-11.5675561613
71,-11.6448446140
72,-11.6027775284
73,-11.5888291760
74,-11.7199070490
75,-11.6763815774
76,-11.8191166758
77,-12.7105505309
78,-11.6649057223
79,-12.2616594229
80,-11.6980424332
81,-11.7411422770
82,-11.6956099339
83,-11.9374159226
84,-11.7224649674
85,-11.5437949815
86,-12.5118909263
87,-11.8041261029
88,-11.3574612497
89,-11.7962891987
90,-11.6165167673
91,-11.4805003460
92,-11.8692083873
93,-11.5959975593
94,-11.4165613407
95,-11.4227319704
96,-11.5594400353
97,-11.9253401128
98,-11.9452639779
99,-11.6351102079
100,-11.5241518720
101,-11.5759896291
102,-11.3746375957
103,-11.6022701583
104,-11.7261185533
105,-11.4617112238
106,-11.7048130536
107,-11.8272428682
108,-11.6859910598
109,-11.6021802887
110,-11.6639038938
111,-11.7035777928
112,-11.6652479795
113,-11.5504515547
114,-11.8364188956
115,-11.6269193849
116,-11.6325839543
117,-11.5323366259
118,-11.7284977063
119,-11.7958238816
120,-11.7361048713
121,-11.6068021859
122,-11.7768178488
123,-11.6353520629
124,-11.8725238371
125,-11.7827871397
126,-11.7069350569
127,-11.7512202514
128,-11.6736162320
129,-11.6546834856
130,-11.6537490171
131,-11.8385269268
132,-11.7551615322
133,-11.8212672128
134,-11.7735025692
135,-11.6727824728
136,-11.7146208237
137,-11.7186094476
138,-11.7232535891
139,-11.7484991759
140,-11.6962206135
141,-11.6294383045
142,-11.7293223425
143,-11.7072594591
144,-11.7403363196
145,-11.6928723949
146,-11.7564381695
147,-11.7823509976
148,-11.6984483312
149,-11.7783154610
150,-11.7271941562
151,-11.7919276873
152,-11.7342821092
153,-11.7709692431
154,-12.7884529023
155,-11.7461810753
156,-11.6684579049
157,-11.8438227606
158,-11.7687640023
159,-11.6481759966
160,-11.1306117895
161,-11.7365651926
162,-11.6290749258
163,-11.8697224401
164,-11.7923278198
165,-11.5487672345
166,-11.7782042482
167,-11.7927870316
168,-11.8051746821
169,-12.1638610880
170,-11.8840265065
171,-11.7703338617
172,-11.7300977967
173,-12.2127184771
174,-11.6949777020
175,-11.7702357667
176,-11.9356698135
177,-11.7088231765
178,-11.7843467270
179,-11.8288184347
180,-11.7307250997
181,-11.8218038059
182,-11.7874486384
183,-11.8910110697
184,-11.7654125838
185,-11.7555108023
186,-11.7463082269
187,-11.8582440647
188,-11.7768754364
189,-11.7441292018
190,-11.8762258364
191,-11.9193814042
192,-12.4842585550
193,-11.8836808747
194,-11.7346824879
195,-11.8814121158
196,-11.7808805476
197,-11.8406471188
198,-11.6189652147
199,-11.9011334875
200,-11.8480285124
201,-11.8042615281
202,-11.6769086640
203,-11.8252381256
204,-11.8297222466
205,-11.8167916987
206,-11.8449351379
207,-11.8369545481
208,-11.8603898451
209,-11.8142130643
210,-11.8974498621
211,-11.7885810692
212,-11.9510311644
213,-11.8566935649
214,-11.8014022396
215,-11.8343092718
216,-11.8002555159
217,-11.8540598452
218,-11.9226359682
219,-11.8309950721
220,-11.9423628812
221,-11.7173860847
222,-11.7692962532
223,-11.7897262627
224,-11.8927347579
225,-11.8155506403
226,-11.9281393750
227,-11.7805176101
228,-11.8079834334
229,-11.8615565351
230,-11.8713975985
231,-11.8696990059
232,-11.8105943734
233,-12.0500269173
234,-11.8639749447
235,-11.8821505117
236,-11.8561543789
237,-11.9089249717
238,-12.0896328048
239,-11.8652318504
240,-11.8338718145
241,-11.8688663548
242,-11.7925212529
243,-11.8301661074
244,-11.9009781550
245,-11.8226931143
246,-11.9124330481
247,-11.7892965022
248,-11.7404033330
249,-11.9073724100
250,-11.9051419408
251,-11.8711663911
252,-11.8088684749
253,-11.9677879549
254,-11.8627047011
255,-11.8367219302
256,-11.8538051847
257,-11.7993703328
258,-11.8351587493
259,-11.8718668814
260,-11.8493238527
261,-11.8336994971
262,-11.9336376150
263,-11.9737155052
264,-11.8985373418
265,-11.8928125885
266,-11.7417897220
267,-12.1146657585
268,-11.8510807137
269,-11.9173882281
270,-11.8176733150
271,-11.8739192128
272,-11.8355594753
273,-11.8803077515
274,-11.7799623757
275,-11.9020539498
276,-12.0187305376
277,-11.9430111611
278,-11.8952307642
279,-11.6696283326
280,-11.8117912636
281,-11.7925074061
282,-11.9977234274
283,-11.8291092402
284,-11.8435922450
285,-11.8439456260
286,-11.9190149226
287,-11.7886496960
288,-11.6823933617
289,-11.7757012868
290,-11.8624619117
291,-11.9346592529
292,-11.9408859457
293,-11.9035114697
294,-11.9287653038
295,-11.9194434975
296,-11.8771618541
297,-11.8168990797
298,-11.6972583355
299,-11.7996034819
300,-11.7681689613
301,-11.8082907332
302,-11.8669437891
303,-12.0398543219
304,-11.8323883823
305,-11.9106676731
306,-11.8262973320
307,-11.9071956980
308,-11.8320816335
309,-11.7615560640
310,-11.7766604439
311,-11.8116613079
312,-11.8663221172
313,-11.7968522125
314,-11.8160402431
315,-11.8683214952
316,-11.8609069888
317,-11.8305641222
318,-11.9080169904
319,-11.8924935478
320,-11.8712770448
321,-11.9071995061
322,-11.7441483562
323,-11.8195456054
324,-11.7932080885
325,-11.6588894955
326,-11.8968005730
327,-11.8493436749
328,-11.8561564515
329,-11.7403655118
330,-11.8882385870
331,-11.7913642495
332,-11.8056372095
333,-11.8589675499
334,-11.8288284631
335,-11.7770311498
336,-11.7887665050
337,-11.7818754973
338,-11.7381832447
339,-11.8176955267
340,-11.8578571676
341,-11.8235320175
342,-11.7827422792
343,-11.9133347672
344,-11.8288967362
345,-11.8119218101
346,-11.8005200182
347,-11.8182873624
348,-11.8096498034
349,-11.7616810901
350,-11.8395163917
351,-11.8101865558
352,-11.8063124002
353,-11.8472831449
354,-11.8121859080
355,-11.8462930178
356,-11.7967076994
357,-11.8363243839
358,-11.6759629389
359,-11.8147641428
360,-11.8532012062
361,-11.8030273732
362,-11.7915863936
363,-11.9846716853
364,-11.8312494722
365,-11.8125146355
366,-12.0390048986
367,-11.8219740750
368,-11.7927169011
369,-11.9250646044
370,-11.7115548774
371,-11.8062346129
372,-11.9933474350
373,-11.8294882580
374,-11.7981663852
375,-11.8487985693
376,-12.1128355038
377,-11.8601343711
378,-11.8804522632
379,-11.7653645675
380,-11.7611570250
381,-11.9543373226
382,-11.8463376810
383,-11.8370432988
384,-11.7846755679
385,-11.7409581800
386,-11.7850564742
387,-11.8836748292
388,-11.8946816885
389,-11.6863412569
390,-11.9803447546
391,-11.8661104103
392,-11.9330211413
393,-12.0943750185
