iteration,energy
0,-20.9705364958
1,-21.1662703394
2,-20.7195939699
3,-21.0235637709
4,-20.7545292464
5,-20.5948197790
6,-21.4806538642
7,-21.7881641613
8,-22.0221352471
9,-22.4775469308
10,-21.8855582198
11,-21.6602263558
12,-21.7943077898
13,-21.0937705874
14,-22.1592210190
15,-21.9115706329
16,-22.1973165297
17,-22.6932969811
18,-22.2662838394
19,-22.0674815571
20,-21.9204175983
21,-21.3473640557
22,-22.4919956651
23,-22.7736966869
24,-22.6513681860
25,-22.2860066875
26,-22.9228763235
27,-22.5194943818
28,-22.5660869295
29,-22.6516090825
30,-22.0234557032
31,-22.4758716999
32,-22.7887817258
33,-22.7313307264
34,-22.5872028516
35,-22.4423954903
36,-22.6794268816
37,-22.2917069680
38,-22.9172762077
39,-22.5162081009
40,-22.8263106203
41,-22.5453884198
42,-23.0564946993
43,-22.8091314227
44,-23.0197225971
45,-22.4889945475
46,-22.9086654025
47,-23.2735620254
48,-22.7797558061
49,-22.7852985142
50,-23.2690162805
51,-22.9868554392
52,-22.8142254254
53,-22.5874696399
54,-22.8479188481
55,-22.7766613648
56,-22.8135222268
57,-22.8852473014
58,-23.0963192107
59,-23.1514879625
60,-22.5662674293
61,-22.8664498639
62,-23.1952264562
63,-23.2027467540
64,-23.1008300488
65,-22.8053170508
66,-23.1410446729
67,-23.1161507594
68,-23.2751427754
69,-22.8293795070
70,-22.6461827527
71,-22.7649571555
72,-22.8197859642
73,-22.8340980392
74,-22.8068703421
75,-23.0332307243
76,-23.1131345679
77,-22.5748867006
78,-23.0268588111
79,-23.1147897049
80,-23.0904079679
81,-23.1421804866
82,-23.0931476986
83,-23.2150292683
84,-22.8127535152
85,-23.1290729715
86,-23.0884747693
87,-23.2928303523
88,-23.0223453102
89,-22.8239538175
90,-22.9420454031
91,-23.2029752602
92,-23.3158628938
93,-23.0853492539
94,-23.3241523429
95,-23.3089917146
96,-22.9842053694
97,-22.7960912532
98,-23.4282325131
99,-23.2224503537
100,-22.6471242641
101,-23.0897913348
102,-23.1165692145
103,-23.2743100547
104,-23.2420326564
105,-23.1672622119
106,-23.1298438191
107,-23.1045413342
108,-23.1790874937
109,-23.0736703421
110,-22.9863693106
111,-23.1907697565
112,-23.2266085272
113,-23.2904561924
114,-23.1894073688
115,-23.1562308466
116,-23.0438905871
117,-22.9693952602
118,-22.9435008183
119,-23.1991874385
120,-23.0046492771
121,-23.2094657374
122,-23.4092141752
123,-23.1352681685
124,-23.2325857536
125,-22.9551800454
126,-23.4250919936
127,-23.1087779027
128,-23.1886577701
129,-23.2560123036
130,-22.8870851034
131,-23.3293635709
132,-23.1572482125
133,-23.0558550230
134,-23.2618040686
135,-23.1840002277
136,-23.1923354984
137,-23.2860618433
138,-23.0826220239
139,-23.2252935496
140,-23.1167273180
141,-23.2883771358
142,-23.1706477935
143,-23.1215404670
144,-23.1692372100
145,-22.9808919971
146,-23.0951067087
147,-23.2165610443
148,-23.1641933765
149,-23.0895847181
150,-23.2163386759
151,-23.1492181821
152,-23.0571351401
153,-23.0213436365
154,-23.2920008824
155,-23.2475266235
156,-23.0294040186
157,-23.1926168555
158,-23.3716006761
159,-23.3054799810
160,-23.1520537360
161,-23.1556600147
162,-23.2070165194
163,-23.1867281490
164,-23.1863233132
165,-23.1843340122
166,-22.9632583380
167,-23.0925221895
168,-23.1706060276
169,-23.2155141103
170,-23.0623229769
171,-22.9862396088
172,-23.0754341583
173,-23.1884650244
174,-23.0522244751
175,-23.0433061521
176,-23.2396930713
177,-23.1256058405
178,-22.8693887154
179,-22.9354097002
180,-23.1201846417
181,-23.1113569359
182,-23.0536532173
183,-23.1516482416
184,-23.1457582684
185,-23.0396463629
186,-23.1759439068
187,-23.0812565773
188,-23.0654481800
189,-23.0304455395
190,-23.1092763918
191,-23.1795790893
192,-22.9513070518
193,-23.1325647927
194,-23.2751747515
195,-23.0735320548
196,-22.9838363175
197,-23.1566169322
198,-23.2170333630
199,-23.2398277797
200,-23.1913776003
201,-23.1246139736
202,-23.1804399641
203,-22.9769652883
204,-23.1335017008
205,-23.2765383061
206,-23.2389133760
207,-23.1008288969
208,-23.2312503196
209,-23.1296662910
210,-23.2441047562
211,-23.4099730323
212,-23.1890649822
213,-23.1727969448
214,-23.0708591796
215,-23.1136823681
216,-23.2408218473
217,-23.0729661009
218,-23.0333367116
219,-23.2857817343
220,-23.1376395017
221,-23.2712491877
222,-22.9022964899
223,-23.2332317799
224,-23.1723446885
225,-23.2137939908
226,-23.2410083062
227,-23.1999378054
228,-23.0055863932
229,-23.1522682988
230,-23.0878306134
231,-22.9079410077
232,-23.0908707621
233,-22.8882534541
234,-23.1863724416
235,-23.3519406111
236,-23.1697812642
237,-23.1624245254
238,-23.3012356001
239,-23.2550327851
240,-23.0906953426
241,-23.3334260892
242,-23.1722779653
243,-23.0899671592
244,-23.0735265319
245,-23.1803269384
246,-23.2994836009
247,-23.1653022181
248,-23.1232702098
249,-23.3365235311
250,-23.1446817718
251,-23.2723076686
252,-23.3358413688
253,-23.3074535742
254,-23.0194811632
255,-23.2064291390
256,-23.3404631860
257,-23.3365740133
258,-23.1243193581
259,-23.1867661054
260,-23.0841792703
261,-23.3446427238
262,-23.2274351516
263,-23.2095927613
264,-23.3413947863
265,-23.2240870037
266,-23.0931421874
267,-23.0671462367
268,-23.2239135640
269,-23.4695595870
270,-23.0168384749
271,-23.1583485423
272,-23.2065492821
273,-23.2692531044
274,-23.1857537182
275,-23.0966930361
276,-23.2119310536
277,-23.4385622424
278,-23.1552606717
279,-23.1457097086
280,-23.1556941799
281,-23.2345146232
282,-23.2058131069
283,-23.3093640972
284,-23.2142920345
285,-23.0453569138
286,-23.0568620462
287,-23.0323178874
288,-23.2683012906
289,-22.9480109454
290,-23.2850175056
291,-23.2256979413
292,-23.1630902665
